Basin,SubareaName,State,Variable,wateryear,Value
West Colorado River,Torrey,All,Yield,2007,5958.95
West Colorado River,Torrey,All,Yield,2008,-536.64
West Colorado River,Torrey,All,Yield,2009,-12696.63
West Colorado River,Torrey,All,Yield,2010,-38034.33
West Colorado River,Torrey,All,Yield,2011,-47137.98
West Colorado River,Torrey,All,Yield,2012,-11689.66
West Colorado River,Torrey,All,Yield,2013,-3103.76
West Colorado River,Torrey,All,Yield,2014,6491.1
West Colorado River,Torrey,All,Yield,2015,3111.2
West Colorado River,Torrey,All,Yield,2016,-2106.94
West Colorado River,Torrey,All,Yield,2017,14386.86
West Colorado River,Torrey,All,Yield,2018,137.05
West Colorado River,Torrey,All,Yield,2019,12377.15
West Colorado River,Torrey,All,Yield,2020,4541.75
West Colorado River,Torrey,All,Yield,2021,-1134.19
West Colorado River,Torrey,All,Yield,2022,5994.25
West Colorado River,Torrey,All,Yield,2023,11977.43
West Colorado River,Torrey,All,Yield,2024,9968.46
West Colorado River,Canyonlands,All,Yield,1989,3884.97
West Colorado River,Canyonlands,All,Yield,1990,-3722.01
West Colorado River,Canyonlands,All,Yield,1991,-9501.59
West Colorado River,Canyonlands,All,Yield,1992,-3853.78
West Colorado River,Canyonlands,All,Yield,1993,3187.8
West Colorado River,Canyonlands,All,Yield,1994,8165.26
West Colorado River,Canyonlands,All,Yield,1995,16454.65
West Colorado River,Canyonlands,All,Yield,1996,23703.79
West Colorado River,Canyonlands,All,Yield,1997,4247.09
West Colorado River,Canyonlands,All,Yield,1998,22995.06
West Colorado River,Canyonlands,All,Yield,1999,12910.63
West Colorado River,Canyonlands,All,Yield,2000,11389.08
West Colorado River,Canyonlands,All,Yield,2001,529.35
West Colorado River,Canyonlands,All,Yield,2002,9738.15
West Colorado River,Canyonlands,All,Yield,2003,-4983.29
West Colorado River,Canyonlands,All,Yield,2004,10395.45
West Colorado River,Canyonlands,All,Yield,2005,29192.03
West Colorado River,Canyonlands,All,Yield,2006,21862.08
West Colorado River,Canyonlands,All,Yield,2007,82073.29
West Colorado River,Canyonlands,All,Yield,2008,10319.82
West Colorado River,Canyonlands,All,Yield,2009,2475.77
West Colorado River,Canyonlands,All,Yield,2010,35176.15
West Colorado River,Canyonlands,All,Yield,2011,75237.77
West Colorado River,Canyonlands,All,Yield,2012,14546.63
West Colorado River,Canyonlands,All,Yield,2013,57439.33
West Colorado River,Canyonlands,All,Yield,2014,5443.91
West Colorado River,Canyonlands,All,Yield,2015,13863.86
West Colorado River,Canyonlands,All,Yield,2016,30091.42
West Colorado River,Canyonlands,All,Yield,2017,-1397.51
West Colorado River,Canyonlands,All,Yield,2018,-3805
West Colorado River,Canyonlands,All,Yield,2019,8332.71
West Colorado River,Canyonlands,All,Yield,2020,4480.91
West Colorado River,Canyonlands,All,Yield,2021,35251.52
West Colorado River,Canyonlands,All,Yield,2022,14255.56
West Colorado River,Canyonlands,All,Yield,2023,2955.9
West Colorado River,Canyonlands,All,Yield,2024,-3264.36
West Colorado River,Boulder,All,Yield,1989,25777.66
West Colorado River,Boulder,All,Yield,1990,25288.91
West Colorado River,Boulder,All,Yield,1991,25304.16
West Colorado River,Boulder,All,Yield,1992,25351.83
West Colorado River,Boulder,All,Yield,1993,27374.63
West Colorado River,Boulder,All,Yield,1994,25715.22
West Colorado River,Boulder,All,Yield,1995,27296.31
West Colorado River,Boulder,All,Yield,1996,26938.42
West Colorado River,Boulder,All,Yield,1997,26325.14
West Colorado River,Boulder,All,Yield,1998,26635.78
West Colorado River,Boulder,All,Yield,1999,25155.87
West Colorado River,Boulder,All,Yield,2000,26854.06
West Colorado River,Boulder,All,Yield,2001,26314.34
West Colorado River,Boulder,All,Yield,2002,27335.06
West Colorado River,Boulder,All,Yield,2003,23144.36
West Colorado River,Boulder,All,Yield,2004,22930.96
West Colorado River,Boulder,All,Yield,2005,45633.63
West Colorado River,Boulder,All,Yield,2006,37357.35
West Colorado River,Boulder,All,Yield,2007,30842.35
West Colorado River,Boulder,All,Yield,2008,27801.28
West Colorado River,Boulder,All,Yield,2009,25914.23
West Colorado River,Boulder,All,Yield,2010,25027.44
West Colorado River,Boulder,All,Yield,2011,27757.82
West Colorado River,Boulder,All,Yield,2012,25147.86
West Colorado River,Boulder,All,Yield,2013,23902.28
West Colorado River,Boulder,All,Yield,2014,25715.12
West Colorado River,Boulder,All,Yield,2015,24416.41
West Colorado River,Boulder,All,Yield,2016,24625.09
West Colorado River,Boulder,All,Yield,2017,26235.82
West Colorado River,Boulder,All,Yield,2018,24818.03
West Colorado River,Boulder,All,Yield,2019,27747.35
West Colorado River,Boulder,All,Yield,2020,26391.53
West Colorado River,Boulder,All,Yield,2021,24462.19
West Colorado River,Boulder,All,Yield,2022,25112.64
West Colorado River,Boulder,All,Yield,2023,27491.82
West Colorado River,Boulder,All,Yield,2024,26210.82
West Colorado River,Upper Green River,All,Yield,1989,-103843.97
West Colorado River,Upper Green River,All,Yield,1990,-105086.43
West Colorado River,Upper Green River,All,Yield,1991,-118919.98
West Colorado River,Upper Green River,All,Yield,1992,-89003.84
West Colorado River,Upper Green River,All,Yield,1993,-143092.73
West Colorado River,Upper Green River,All,Yield,1994,-84132.55
West Colorado River,Upper Green River,All,Yield,1995,-133844.59
West Colorado River,Upper Green River,All,Yield,1996,-64301.09
West Colorado River,Upper Green River,All,Yield,1997,-57102.52
West Colorado River,Upper Green River,All,Yield,1998,-64318.81
West Colorado River,Upper Green River,All,Yield,1999,-63914.81
West Colorado River,Upper Green River,All,Yield,2000,-93482.09
West Colorado River,Upper Green River,All,Yield,2001,-91172.62
West Colorado River,Upper Green River,All,Yield,2002,-108892.86
West Colorado River,Upper Green River,All,Yield,2003,-78321.53
West Colorado River,Upper Green River,All,Yield,2004,-87673.52
West Colorado River,Upper Green River,All,Yield,2005,-129650.23
West Colorado River,Upper Green River,All,Yield,2006,-124841.72
West Colorado River,Upper Green River,All,Yield,2007,-89064.41
West Colorado River,Upper Green River,All,Yield,2008,-77712.44
West Colorado River,Upper Green River,All,Yield,2009,-51446.37
West Colorado River,Upper Green River,All,Yield,2010,-56389.52
West Colorado River,Upper Green River,All,Yield,2011,-103177.85
West Colorado River,Upper Green River,All,Yield,2012,-74281.69
West Colorado River,Upper Green River,All,Yield,2013,-106079.75
West Colorado River,Upper Green River,All,Yield,2014,-77844.77
West Colorado River,Upper Green River,All,Yield,2015,-46238.57
West Colorado River,Upper Green River,All,Yield,2016,-40985.41
West Colorado River,Upper Green River,All,Yield,2017,9598.14
West Colorado River,Upper Green River,All,Yield,2018,-12729.67
West Colorado River,Upper Green River,All,Yield,2019,-106835.1
West Colorado River,Upper Green River,All,Yield,2020,-34553.91
West Colorado River,Upper Green River,All,Yield,2021,-84789.95
West Colorado River,Upper Green River,All,Yield,2022,-62808.49
West Colorado River,Upper Green River,All,Yield,2023,-52048.51
West Colorado River,Upper Green River,All,Yield,2024,-89397.14
West Colorado River,Lower Green River,All,Yield,1989,1800.63
West Colorado River,Lower Green River,All,Yield,1990,1823.69
West Colorado River,Lower Green River,All,Yield,1991,2646.11
West Colorado River,Lower Green River,All,Yield,1992,2044.57
West Colorado River,Lower Green River,All,Yield,1993,2264.78
West Colorado River,Lower Green River,All,Yield,1994,2417.69
West Colorado River,Lower Green River,All,Yield,1995,3331
West Colorado River,Lower Green River,All,Yield,1996,3070.31
West Colorado River,Lower Green River,All,Yield,1997,2593.54
West Colorado River,Lower Green River,All,Yield,1998,4365.14
West Colorado River,Lower Green River,All,Yield,1999,3830.18
West Colorado River,Lower Green River,All,Yield,2000,2253.06
West Colorado River,Lower Green River,All,Yield,2001,2296.7
West Colorado River,Lower Green River,All,Yield,2002,1924.64
West Colorado River,Lower Green River,All,Yield,2003,2093.19
West Colorado River,Lower Green River,All,Yield,2004,1996.99
West Colorado River,Lower Green River,All,Yield,2005,3187.86
West Colorado River,Lower Green River,All,Yield,2006,2854.97
West Colorado River,Lower Green River,All,Yield,2007,3298.73
West Colorado River,Lower Green River,All,Yield,2008,2542.46
West Colorado River,Lower Green River,All,Yield,2009,2144.09
West Colorado River,Lower Green River,All,Yield,2010,2012.1
West Colorado River,Lower Green River,All,Yield,2011,4514.36
West Colorado River,Lower Green River,All,Yield,2012,2922.21
West Colorado River,Lower Green River,All,Yield,2013,1413.79
West Colorado River,Lower Green River,All,Yield,2014,2778.74
West Colorado River,Lower Green River,All,Yield,2015,2098.47
West Colorado River,Lower Green River,All,Yield,2016,1855.29
West Colorado River,Lower Green River,All,Yield,2017,2313.3
West Colorado River,Lower Green River,All,Yield,2018,1892.56
West Colorado River,Lower Green River,All,Yield,2019,3013.82
West Colorado River,Lower Green River,All,Yield,2020,2265.39
West Colorado River,Lower Green River,All,Yield,2021,1490.81
West Colorado River,Lower Green River,All,Yield,2022,1824.24
West Colorado River,Lower Green River,All,Yield,2023,2462.75
West Colorado River,Lower Green River,All,Yield,2024,2169.89
Southeast Colorado River,Lake Powell,All,Yield,1989,-222406.15
Southeast Colorado River,Lake Powell,All,Yield,1990,112687.77
Southeast Colorado River,Lake Powell,All,Yield,1991,309480.76
Southeast Colorado River,Lake Powell,All,Yield,1992,245101.12
Southeast Colorado River,Lake Powell,All,Yield,1993,358784.52
Southeast Colorado River,Lake Powell,All,Yield,1994,37379.97
Southeast Colorado River,Lake Powell,All,Yield,1995,-180964.41
Southeast Colorado River,Lake Powell,All,Yield,1996,-170904.42
Southeast Colorado River,Lake Powell,All,Yield,1997,131598.71
Southeast Colorado River,Lake Powell,All,Yield,1998,125167.11
Southeast Colorado River,Lake Powell,All,Yield,1999,-12496.7
Southeast Colorado River,Lake Powell,All,Yield,2000,-257153.95
Southeast Colorado River,Lake Powell,All,Yield,2001,44877.99
Southeast Colorado River,Lake Powell,All,Yield,2002,57544.18
Southeast Colorado River,Lake Powell,All,Yield,2003,331949.6
Southeast Colorado River,Lake Powell,All,Yield,2004,251303.87
Southeast Colorado River,Lake Powell,All,Yield,2005,123070.48
Southeast Colorado River,Lake Powell,All,Yield,2006,179774.78
Southeast Colorado River,Lake Powell,All,Yield,2007,420218.23
Southeast Colorado River,Lake Powell,All,Yield,2008,-256330.38
Southeast Colorado River,Lake Powell,All,Yield,2009,-352341.4
Southeast Colorado River,Lake Powell,All,Yield,2010,62428.53
Southeast Colorado River,Lake Powell,All,Yield,2011,-326894.9
Southeast Colorado River,Lake Powell,All,Yield,2012,147300
Southeast Colorado River,Lake Powell,All,Yield,2013,335659.72
Southeast Colorado River,Lake Powell,All,Yield,2014,282142.1
Southeast Colorado River,Lake Powell,All,Yield,2015,17410.1
Southeast Colorado River,Lake Powell,All,Yield,2016,-20450.35
Southeast Colorado River,Lake Powell,All,Yield,2017,-71034.49
Southeast Colorado River,Lake Powell,All,Yield,2018,-300642.34
Southeast Colorado River,Lake Powell,All,Yield,2019,26738.65
Southeast Colorado River,Lake Powell,All,Yield,2020,-232668.06
Southeast Colorado River,Lake Powell,All,Yield,2021,65381.85
Southeast Colorado River,Lake Powell,All,Yield,2022,-162253.12
Southeast Colorado River,Lake Powell,All,Yield,2023,-198040.6
Southeast Colorado River,Lake Powell,All,Yield,2024,-229260.99
Southeast Colorado River,Colorado River/Cisco,All,Yield,1989,-266500.44
Southeast Colorado River,Colorado River/Cisco,All,Yield,1990,-107665.09
Southeast Colorado River,Colorado River/Cisco,All,Yield,1991,-236269.68
Southeast Colorado River,Colorado River/Cisco,All,Yield,1992,-299027.87
Southeast Colorado River,Colorado River/Cisco,All,Yield,1993,-551395.62
Southeast Colorado River,Colorado River/Cisco,All,Yield,1994,-231910.37
Southeast Colorado River,Colorado River/Cisco,All,Yield,1995,-345670.46
Southeast Colorado River,Colorado River/Cisco,All,Yield,1996,-240733.39
Southeast Colorado River,Colorado River/Cisco,All,Yield,1997,-308892.6
Southeast Colorado River,Colorado River/Cisco,All,Yield,1998,-215043.23
Southeast Colorado River,Colorado River/Cisco,All,Yield,1999,-36852.65
Southeast Colorado River,Colorado River/Cisco,All,Yield,2000,39949.23
Southeast Colorado River,Colorado River/Cisco,All,Yield,2001,-30017.41
Southeast Colorado River,Colorado River/Cisco,All,Yield,2002,29363.75
Southeast Colorado River,Colorado River/Cisco,All,Yield,2003,-74405.75
Southeast Colorado River,Colorado River/Cisco,All,Yield,2004,-89191.6
Southeast Colorado River,Colorado River/Cisco,All,Yield,2005,-248378.21
Southeast Colorado River,Colorado River/Cisco,All,Yield,2006,-259400.23
Southeast Colorado River,Colorado River/Cisco,All,Yield,2007,-221732.06
Southeast Colorado River,Colorado River/Cisco,All,Yield,2008,-337773.84
Southeast Colorado River,Colorado River/Cisco,All,Yield,2009,-18758.15
Southeast Colorado River,Colorado River/Cisco,All,Yield,2010,-1710.14
Southeast Colorado River,Colorado River/Cisco,All,Yield,2011,-350791
Southeast Colorado River,Colorado River/Cisco,All,Yield,2012,-47101.79
Southeast Colorado River,Colorado River/Cisco,All,Yield,2013,-91191.24
Southeast Colorado River,Colorado River/Cisco,All,Yield,2014,-391907.92
Southeast Colorado River,Colorado River/Cisco,All,Yield,2015,-119844.11
Southeast Colorado River,Colorado River/Cisco,All,Yield,2016,-193400.48
Southeast Colorado River,Colorado River/Cisco,All,Yield,2017,-285922
Southeast Colorado River,Colorado River/Cisco,All,Yield,2018,-89196.82
Southeast Colorado River,Colorado River/Cisco,All,Yield,2019,-222314.35
Southeast Colorado River,Colorado River/Cisco,All,Yield,2020,-103079.99
Southeast Colorado River,Colorado River/Cisco,All,Yield,2021,-66797.45
Southeast Colorado River,Colorado River/Cisco,All,Yield,2022,-63691.23
Southeast Colorado River,Colorado River/Cisco,All,Yield,2023,-159808.22
Southeast Colorado River,Colorado River/Cisco,All,Yield,2024,-38262.64
Southeast Colorado River,Dead Horse,All,Yield,1989,552.75
Southeast Colorado River,Dead Horse,All,Yield,1990,1281.71
Southeast Colorado River,Dead Horse,All,Yield,1991,1656.6
Southeast Colorado River,Dead Horse,All,Yield,1992,1568.43
Southeast Colorado River,Dead Horse,All,Yield,1993,1792.93
Southeast Colorado River,Dead Horse,All,Yield,1994,1395.35
Southeast Colorado River,Dead Horse,All,Yield,1995,2171.56
Southeast Colorado River,Dead Horse,All,Yield,1996,933.75
Southeast Colorado River,Dead Horse,All,Yield,1997,2082.67
Southeast Colorado River,Dead Horse,All,Yield,1998,1392.09
Southeast Colorado River,Dead Horse,All,Yield,1999,2459.76
Southeast Colorado River,Dead Horse,All,Yield,2000,824.78
Southeast Colorado River,Dead Horse,All,Yield,2001,1003.32
Southeast Colorado River,Dead Horse,All,Yield,2002,493.82
Southeast Colorado River,Dead Horse,All,Yield,2003,1078.85
Southeast Colorado River,Dead Horse,All,Yield,2004,1155.28
Southeast Colorado River,Dead Horse,All,Yield,2005,1562.34
Southeast Colorado River,Dead Horse,All,Yield,2006,1602.26
Southeast Colorado River,Dead Horse,All,Yield,2007,2502.18
Southeast Colorado River,Dead Horse,All,Yield,2008,1547.51
Southeast Colorado River,Dead Horse,All,Yield,2009,1444.38
Southeast Colorado River,Dead Horse,All,Yield,2010,2080.8
Southeast Colorado River,Dead Horse,All,Yield,2011,1956.32
Southeast Colorado River,Dead Horse,All,Yield,2012,1735.43
Southeast Colorado River,Dead Horse,All,Yield,2013,1970.98
Southeast Colorado River,Dead Horse,All,Yield,2014,2158.46
Southeast Colorado River,Dead Horse,All,Yield,2015,2110.79
Southeast Colorado River,Dead Horse,All,Yield,2016,2754.85
Southeast Colorado River,Dead Horse,All,Yield,2017,3155.93
Southeast Colorado River,Dead Horse,All,Yield,2018,2226.62
Southeast Colorado River,Dead Horse,All,Yield,2019,2109.79
Southeast Colorado River,Dead Horse,All,Yield,2020,1854.08
Southeast Colorado River,Dead Horse,All,Yield,2021,1666.9
Southeast Colorado River,Dead Horse,All,Yield,2022,1707.09
Southeast Colorado River,Dead Horse,All,Yield,2023,2174.51
Southeast Colorado River,Dead Horse,All,Yield,2024,1809.97
Southeast Colorado River,Castle Valley,All,Yield,1989,7511.94
Southeast Colorado River,Castle Valley,All,Yield,1990,8171.1
Southeast Colorado River,Castle Valley,All,Yield,1991,7319.01
Southeast Colorado River,Castle Valley,All,Yield,1992,7219.89
Southeast Colorado River,Castle Valley,All,Yield,1993,6493.09
Southeast Colorado River,Castle Valley,All,Yield,1994,7342.21
Southeast Colorado River,Castle Valley,All,Yield,1995,6307.3
Southeast Colorado River,Castle Valley,All,Yield,1996,6662.68
Southeast Colorado River,Castle Valley,All,Yield,1997,6023.01
Southeast Colorado River,Castle Valley,All,Yield,1998,6290.99
Southeast Colorado River,Castle Valley,All,Yield,1999,6683.03
Southeast Colorado River,Castle Valley,All,Yield,2000,7077.92
Southeast Colorado River,Castle Valley,All,Yield,2001,7439.51
Southeast Colorado River,Castle Valley,All,Yield,2002,8719.93
Southeast Colorado River,Castle Valley,All,Yield,2003,8061.47
Southeast Colorado River,Castle Valley,All,Yield,2004,7851.84
Southeast Colorado River,Castle Valley,All,Yield,2005,6808.82
Southeast Colorado River,Castle Valley,All,Yield,2006,7038.49
Southeast Colorado River,Castle Valley,All,Yield,2007,6920.43
Southeast Colorado River,Castle Valley,All,Yield,2008,6555.61
Southeast Colorado River,Castle Valley,All,Yield,2009,6936.67
Southeast Colorado River,Castle Valley,All,Yield,2010,7319.57
Southeast Colorado River,Castle Valley,All,Yield,2011,6592.39
Southeast Colorado River,Castle Valley,All,Yield,2012,7827.56
Southeast Colorado River,Castle Valley,All,Yield,2013,8133.11
Southeast Colorado River,Castle Valley,All,Yield,2014,7102.57
Southeast Colorado River,Castle Valley,All,Yield,2015,6978.84
Southeast Colorado River,Castle Valley,All,Yield,2016,7714.68
Southeast Colorado River,Castle Valley,All,Yield,2017,7624.45
Southeast Colorado River,Castle Valley,All,Yield,2018,8206.49
Southeast Colorado River,Castle Valley,All,Yield,2019,7114.27
Southeast Colorado River,Castle Valley,All,Yield,2020,7811.31
Southeast Colorado River,Castle Valley,All,Yield,2021,8661.93
Southeast Colorado River,Castle Valley,All,Yield,2022,8060.73
Southeast Colorado River,Castle Valley,All,Yield,2023,7052.81
Southeast Colorado River,Castle Valley,All,Yield,2024,7437.02
Southeast Colorado River,Moab,All,Yield,1989,16939.61
Southeast Colorado River,Moab,All,Yield,1990,14168.41
Southeast Colorado River,Moab,All,Yield,1991,17175.56
Southeast Colorado River,Moab,All,Yield,1992,16890.55
Southeast Colorado River,Moab,All,Yield,1993,23698.16
Southeast Colorado River,Moab,All,Yield,1994,17611.47
Southeast Colorado River,Moab,All,Yield,1995,28610.73
Southeast Colorado River,Moab,All,Yield,1996,24082.05
Southeast Colorado River,Moab,All,Yield,1997,31056.74
Southeast Colorado River,Moab,All,Yield,1998,31721.42
Southeast Colorado River,Moab,All,Yield,1999,22952.13
Southeast Colorado River,Moab,All,Yield,2000,21029.29
Southeast Colorado River,Moab,All,Yield,2001,19899.13
Southeast Colorado River,Moab,All,Yield,2002,14525
Southeast Colorado River,Moab,All,Yield,2003,18805.11
Southeast Colorado River,Moab,All,Yield,2004,17500.2
Southeast Colorado River,Moab,All,Yield,2005,25251.9
Southeast Colorado River,Moab,All,Yield,2006,21370.34
Southeast Colorado River,Moab,All,Yield,2007,22559.64
Southeast Colorado River,Moab,All,Yield,2008,25561.37
Southeast Colorado River,Moab,All,Yield,2009,22382.89
Southeast Colorado River,Moab,All,Yield,2010,19728.12
Southeast Colorado River,Moab,All,Yield,2011,27952.7
Southeast Colorado River,Moab,All,Yield,2012,15160.55
Southeast Colorado River,Moab,All,Yield,2013,15736.29
Southeast Colorado River,Moab,All,Yield,2014,21867.67
Southeast Colorado River,Moab,All,Yield,2015,20719.82
Southeast Colorado River,Moab,All,Yield,2016,22404.54
Southeast Colorado River,Moab,All,Yield,2017,21758.57
Southeast Colorado River,Moab,All,Yield,2018,12898.78
Southeast Colorado River,Moab,All,Yield,2019,21410.66
Southeast Colorado River,Moab,All,Yield,2020,14366.13
Southeast Colorado River,Moab,All,Yield,2021,11835.55
Southeast Colorado River,Moab,All,Yield,2022,14731.78
Southeast Colorado River,Moab,All,Yield,2023,22118.41
Southeast Colorado River,Moab,All,Yield,2024,17505.25
Southeast Colorado River,Cane Spring,All,Yield,1989,757.4
Southeast Colorado River,Cane Spring,All,Yield,1990,510.97
Southeast Colorado River,Cane Spring,All,Yield,1991,878.28
Southeast Colorado River,Cane Spring,All,Yield,1992,964.54
Southeast Colorado River,Cane Spring,All,Yield,1993,2565.96
Southeast Colorado River,Cane Spring,All,Yield,1994,772.46
Southeast Colorado River,Cane Spring,All,Yield,1995,3068.49
Southeast Colorado River,Cane Spring,All,Yield,1996,612.27
Southeast Colorado River,Cane Spring,All,Yield,1997,3718.51
Southeast Colorado River,Cane Spring,All,Yield,1998,1648.79
Southeast Colorado River,Cane Spring,All,Yield,1999,3467.76
Southeast Colorado River,Cane Spring,All,Yield,2000,705.97
Southeast Colorado River,Cane Spring,All,Yield,2001,866.6
Southeast Colorado River,Cane Spring,All,Yield,2002,411.58
Southeast Colorado River,Cane Spring,All,Yield,2003,475.84
Southeast Colorado River,Cane Spring,All,Yield,2004,875.58
Southeast Colorado River,Cane Spring,All,Yield,2005,1344.62
Southeast Colorado River,Cane Spring,All,Yield,2006,1082.23
Southeast Colorado River,Cane Spring,All,Yield,2007,2514.34
Southeast Colorado River,Cane Spring,All,Yield,2008,1388.22
Southeast Colorado River,Cane Spring,All,Yield,2009,642.33
Southeast Colorado River,Cane Spring,All,Yield,2010,1077.47
Southeast Colorado River,Cane Spring,All,Yield,2011,1193.97
Southeast Colorado River,Cane Spring,All,Yield,2012,1114.61
Southeast Colorado River,Cane Spring,All,Yield,2013,1095.06
Southeast Colorado River,Cane Spring,All,Yield,2014,1205.02
Southeast Colorado River,Cane Spring,All,Yield,2015,1387.67
Southeast Colorado River,Cane Spring,All,Yield,2016,1654.53
Southeast Colorado River,Cane Spring,All,Yield,2017,2209.39
Southeast Colorado River,Cane Spring,All,Yield,2018,214.61
Southeast Colorado River,Cane Spring,All,Yield,2019,1196.12
Southeast Colorado River,Cane Spring,All,Yield,2020,-8.82
Southeast Colorado River,Cane Spring,All,Yield,2021,422.39
Southeast Colorado River,Cane Spring,All,Yield,2022,636.45
Southeast Colorado River,Cane Spring,All,Yield,2023,1091.2
Southeast Colorado River,Cane Spring,All,Yield,2024,682.68
Southeast Colorado River,Cottonwood Creek,All,Yield,1989,4447.21
Southeast Colorado River,Cottonwood Creek,All,Yield,1990,2403.83
Southeast Colorado River,Cottonwood Creek,All,Yield,1991,5239.22
Southeast Colorado River,Cottonwood Creek,All,Yield,1992,5529.1
Southeast Colorado River,Cottonwood Creek,All,Yield,1993,12379.37
Southeast Colorado River,Cottonwood Creek,All,Yield,1994,4951.26
Southeast Colorado River,Cottonwood Creek,All,Yield,1995,11891.89
Southeast Colorado River,Cottonwood Creek,All,Yield,1996,7344.73
Southeast Colorado River,Cottonwood Creek,All,Yield,1997,12169.39
Southeast Colorado River,Cottonwood Creek,All,Yield,1998,8667.14
Southeast Colorado River,Cottonwood Creek,All,Yield,1999,5913.38
Southeast Colorado River,Cottonwood Creek,All,Yield,2000,5080.8
Southeast Colorado River,Cottonwood Creek,All,Yield,2001,4076.7
Southeast Colorado River,Cottonwood Creek,All,Yield,2002,1814.26
Southeast Colorado River,Cottonwood Creek,All,Yield,2003,3602.43
Southeast Colorado River,Cottonwood Creek,All,Yield,2004,3566.6
Southeast Colorado River,Cottonwood Creek,All,Yield,2005,8727.27
Southeast Colorado River,Cottonwood Creek,All,Yield,2006,5445.26
Southeast Colorado River,Cottonwood Creek,All,Yield,2007,5083.98
Southeast Colorado River,Cottonwood Creek,All,Yield,2008,10014.41
Southeast Colorado River,Cottonwood Creek,All,Yield,2009,7354.39
Southeast Colorado River,Cottonwood Creek,All,Yield,2010,5536.96
Southeast Colorado River,Cottonwood Creek,All,Yield,2011,9737.94
Southeast Colorado River,Cottonwood Creek,All,Yield,2012,3154.69
Southeast Colorado River,Cottonwood Creek,All,Yield,2013,2306.18
Southeast Colorado River,Cottonwood Creek,All,Yield,2014,5792.12
Southeast Colorado River,Cottonwood Creek,All,Yield,2015,6130.42
Southeast Colorado River,Cottonwood Creek,All,Yield,2016,5833.94
Southeast Colorado River,Cottonwood Creek,All,Yield,2017,5930.15
Southeast Colorado River,Cottonwood Creek,All,Yield,2018,2033.64
Southeast Colorado River,Cottonwood Creek,All,Yield,2019,8993.22
Southeast Colorado River,Cottonwood Creek,All,Yield,2020,3371.85
Southeast Colorado River,Cottonwood Creek,All,Yield,2021,2077.41
Southeast Colorado River,Cottonwood Creek,All,Yield,2022,2574.97
Southeast Colorado River,Cottonwood Creek,All,Yield,2023,9476.66
Southeast Colorado River,Cottonwood Creek,All,Yield,2024,4905.52
Southeast Colorado River,Lasal,All,Yield,1989,1750.74
Southeast Colorado River,Lasal,All,Yield,1990,1714.71
Southeast Colorado River,Lasal,All,Yield,1991,1669.96
Southeast Colorado River,Lasal,All,Yield,1992,2142.79
Southeast Colorado River,Lasal,All,Yield,1993,2683.62
Southeast Colorado River,Lasal,All,Yield,1994,2322.36
Southeast Colorado River,Lasal,All,Yield,1995,2795.49
Southeast Colorado River,Lasal,All,Yield,1996,2585.37
Southeast Colorado River,Lasal,All,Yield,1997,2960.43
Southeast Colorado River,Lasal,All,Yield,1998,2454.73
Southeast Colorado River,Lasal,All,Yield,1999,2417.52
Southeast Colorado River,Lasal,All,Yield,2000,2267.69
Southeast Colorado River,Lasal,All,Yield,2001,2000.83
Southeast Colorado River,Lasal,All,Yield,2002,1953.33
Southeast Colorado River,Lasal,All,Yield,2003,2127.66
Southeast Colorado River,Lasal,All,Yield,2004,2076.34
Southeast Colorado River,Lasal,All,Yield,2005,2421.15
Southeast Colorado River,Lasal,All,Yield,2006,2200.5
Southeast Colorado River,Lasal,All,Yield,2007,2311.07
Southeast Colorado River,Lasal,All,Yield,2008,2892.52
Southeast Colorado River,Lasal,All,Yield,2009,2673.36
Southeast Colorado River,Lasal,All,Yield,2010,2402.61
Southeast Colorado River,Lasal,All,Yield,2011,2823.06
Southeast Colorado River,Lasal,All,Yield,2012,2091.34
Southeast Colorado River,Lasal,All,Yield,2013,2131.26
Southeast Colorado River,Lasal,All,Yield,2014,2713.83
Southeast Colorado River,Lasal,All,Yield,2015,2641.42
Southeast Colorado River,Lasal,All,Yield,2016,2580.58
Southeast Colorado River,Lasal,All,Yield,2017,2539.09
Southeast Colorado River,Lasal,All,Yield,2018,1115.92
Southeast Colorado River,Lasal,All,Yield,2019,1670.9
Southeast Colorado River,Lasal,All,Yield,2020,1148.13
Southeast Colorado River,Lasal,All,Yield,2021,1078.85
Southeast Colorado River,Lasal,All,Yield,2022,1171.76
Southeast Colorado River,Lasal,All,Yield,2023,1837.95
Southeast Colorado River,Lasal,All,Yield,2024,1415.9
Southeast Colorado River,Lisbon Valley,All,Yield,1989,7041.09
Southeast Colorado River,Lisbon Valley,All,Yield,1990,7239.6
Southeast Colorado River,Lisbon Valley,All,Yield,1991,7166.16
Southeast Colorado River,Lisbon Valley,All,Yield,1992,7278.55
Southeast Colorado River,Lisbon Valley,All,Yield,1993,7736.67
Southeast Colorado River,Lisbon Valley,All,Yield,1994,7225.13
Southeast Colorado River,Lisbon Valley,All,Yield,1995,7337.48
Southeast Colorado River,Lisbon Valley,All,Yield,1996,7038.07
Southeast Colorado River,Lisbon Valley,All,Yield,1997,7219.62
Southeast Colorado River,Lisbon Valley,All,Yield,1998,7092.15
Southeast Colorado River,Lisbon Valley,All,Yield,1999,7111.91
Southeast Colorado River,Lisbon Valley,All,Yield,2000,7055.57
Southeast Colorado River,Lisbon Valley,All,Yield,2001,7044.85
Southeast Colorado River,Lisbon Valley,All,Yield,2002,7041.22
