Elevation(ft),Area(acres),Volume(acft)
4188.04,494125.16,4980108.52
4188.05,494336.71,4984934.96
4188.06,494576.65,4990005.03
4188.07,494791.98,4994835.91
4188.08,495021.46,4999910.59
4188.09,495240.21,5004745.79
4188.1,495489.28,5009825.16
4188.11,495712.73,5014665
4188.12,495967.96,5019749.24
4188.13,496235.73,5024593.95
4188.14,496530.2,5029683.77
4188.15,496782.11,5034533.9
4188.16,497067.72,5039629.24
4188.17,497338.97,5044484.71
4188.18,497600.58,5049585.65
4188.19,497921,5054446.46
4188.2,498259.63,5059553.91
4188.21,498480.68,5064420.78
4188.22,498747.15,5069533.43
4188.23,498980.51,5074405.15
4188.24,499200.28,5079522.74
4188.25,499390.02,5084398.65
4188.26,499582.03,5089276.43
4188.27,499794.42,5094400.17
4188.28,499986.62,5099281.92
4188.29,500189.96,5104409.75
4188.3,500390.59,5109295.4
4188.31,500593.17,5114427.38
4188.32,500799.35,5119316.94
4188.33,501022.94,5124453.29
4188.34,501207.45,5129346.98
4188.35,501403.99,5134487.33
4188.36,501583.11,5139384.71
4188.37,501787.82,5144528.95
4188.38,501965.32,5149430.08
4188.39,502156.2,5154578.17
4188.4,502332.94,5159482.89
4188.41,502518.42,5164634.71
4188.42,502689.71,5169542.94
4188.43,502867.75,5174698.4
4188.44,503028.44,5179609.99
4188.45,503221.76,5184768.97
4188.46,503377.04,5189684.01
4188.47,503550.7,5194846.46
4188.48,503711.03,5199764.74
4188.49,503877.99,5204930.6
4188.5,504025.46,5209852
4188.51,504180.12,5214774.86
4188.52,504337.48,5219945.46
4188.53,504505.68,5224871.43
4188.54,504676.15,5230045.44
4188.55,504854.85,5234974.74
4188.56,505027.72,5240152.39
4188.57,505185.28,5245085.08
4188.58,505353.5,5250266.08
4188.59,505508.41,5255201.94
4188.6,505677.93,5260386.26
4188.61,505839.3,5265325.32
4188.62,506020.81,5270513.07
4188.63,506205.15,5275455.59
4188.64,506406.46,5280647.23
4188.65,506580.38,5285593.46
4188.66,506761.64,5290788.83
4188.67,506927.74,5295738.5
4188.68,507113.2,5300937.43
4188.69,507298.8,5305890.62
4188.7,507491.27,5311093.42
4188.71,507661.35,5316050.23
4188.72,507843.23,5321256.68
4188.73,508015.69,5326216.95
4188.74,508192.83,5331427.01
4188.75,508350.92,5336390.61
4188.76,508522.92,5341355.8
4188.77,508713.8,5346571.13
4188.78,508889.76,5351539.89
4188.79,509067.59,5356758.89
4188.8,509253.52,5361731.15
4188.81,509433.84,5366953.91
4188.82,509615,5371929.71
4188.83,509791.75,5377156.15
4188.84,509970.62,5382135.45
4188.85,510178.12,5387365.69
4188.86,510375.05,5392348.85
4188.87,510560.97,5397583.13
4188.88,510751.89,5402569.98
4188.89,510953.93,5407808.2
4188.9,511154.65,5412798.95
4188.91,511344.4,5418041.25
4188.92,511534.59,5423035.75
4188.93,511737.7,5428282.02
4188.94,511943.9,5433280.44
4188.95,512163.31,5438530.94
4188.96,512388.18,5443533.59
4188.97,512612.76,5448788.68
4188.98,512842.83,5453795.74
4188.99,513080.14,5459055.62
4189,513294.15,5464067.18
4189.01,513502.63,5469080.8
4189.02,513727.59,5474347.31
4189.03,513952.78,5479365.22
4189.04,514200.91,5484636.47
4189.05,514431.09,5489659.05
4189.06,514665.58,5494935.13
4189.07,514890.31,5499962.22
4189.08,515133.46,5505243.05
4189.09,515355.49,5510274.69
4189.1,515599.61,5515560.29
4189.11,515824.85,5520596.48
4189.12,516086.73,5525886.98
4189.13,516312.26,5530927.94
4189.14,516558.85,5536223.37
4189.15,516777.76,5541268.9
4189.16,517030.79,5546569.11
4189.17,517263.89,5551619.32
4189.18,517487.33,5556924.45
4189.19,517749.59,5561979.3
4189.2,518014.72,5567289.62
4189.21,518288.58,5572349.71
4189.22,518521.37,5577665.44
4189.23,518742.79,5582730.2
4189.24,518956.47,5588050.38
4189.25,519167.42,5593119.35
4189.26,519343.78,5598190.2
4189.27,519547.33,5603516.53
4189.28,519730.65,5608591.11
4189.29,519931.77,5613921.42
4189.3,520105.67,5618999.72
4189.31,520304.95,5624333.86
4189.32,520484.27,5629415.82
4189.33,520674.14,5634753.78
4189.34,520852.28,5639839.33
4189.35,521064.46,5645181.14
4189.36,521267.75,5650270.63
4189.37,521470.33,5655616.69
4189.38,521662.75,5660710.09
4189.39,521871.15,5666060.2
4189.4,522082.5,5671157.62
4189.41,522287.5,5676512.04
4189.42,522472.84,5681613.38
4189.43,522688.85,5686971.82
4189.44,522880.44,5692077.14
4189.45,523075.03,5697439.69
4189.46,523255.83,5702548.71
4189.47,523459.89,5707915.11
4189.48,523655.2,5713027.97
4189.49,523858.42,5718398.49
4189.5,524046.09,5723515.19
4189.51,524241.57,5728633.77
4189.52,524431.9,5734010.27
4189.53,524617.57,5739132.58
4189.54,524826.56,5744513.03
4189.55,525003.06,5749639.15
4189.56,525200.14,5755023.49
4189.57,525382.71,5760153.29
4189.58,525573.14,5765541.5
4189.59,525754.37,5770674.93
4189.6,525946.1,5776066.95
4189.61,526122.52,5781204.01
4189.62,526309.1,5786599.78
4189.63,526487.61,5791740.4
4189.64,526685.98,5797139.97
4189.65,526874.04,5802284.3
4189.66,527071.27,5807687.8
4189.67,527247.15,5812835.86
4189.68,527429.49,5818243.15
4189.69,527597.98,5823394.65
4189.7,527784.97,5828805.54
4189.71,527957.32,5833960.54
4189.72,528140.88,5839375.1
4189.73,528317.31,5844533.58
4189.74,528506.04,5849951.85
4189.75,528679.65,5855113.88
4189.76,528859.66,5860277.63
4189.77,529036.01,5865701.41
4189.78,529221.8,5870868.66
4189.79,529406.36,5876296.2
4189.8,529584.8,5881467.04
4189.81,529769.28,5886898.28
4189.82,529964.64,5892072.76
4189.83,530143.81,5897507.87
4189.84,530320.46,5902685.91
4189.85,530506.35,5908124.69
4189.86,530701.09,5913306.37
4189.87,530896.92,5918749.12
4189.88,531084.04,5923934.56
4189.89,531279.36,5929381.23
4189.9,531474.98,5934570.42
4189.91,531668.06,5940021.09
4189.92,531870.03,5945214.11
4189.93,532071.6,5950668.87
4189.94,532286.86,5955865.86
4189.95,532506.75,5961325
4189.96,532726.49,5966526.29
4189.97,532947.62,5971989.93
4189.98,533170.71,5977195.55
4189.99,533395.46,5982663.79
4190,533608.65,5987873.73
4190.01,533827.3,5993085.8
4190.02,534061.28,5998560.76
4190.03,534273.51,6003777.2
4190.04,534492.84,6009256.69
4190.05,534702.55,6014477.32
4190.06,534939.19,6019961.28
4190.07,535167.78,6025186.43
4190.08,535394.23,6030675.14
4190.09,535622.38,6035904.69
4190.1,535855.54,6041398.09
4190.11,536086.64,6046632.19
4190.12,536317.96,6052130.35
4190.13,536547.37,6057368.95
4190.14,536786.18,6062871.84
4190.15,537029.1,6068115.08
4190.16,537344.66,6073623.19
4190.17,537579.87,6078871.86
4190.18,537798.37,6084385.27
4190.19,538008.92,6089638.23
4190.2,538242.39,6095156.14
4190.21,538472.24,6100413.45
4190.22,538689.66,6105936.06
4190.23,538894.58,6111197.69
4190.24,539094.04,6116724.5
4190.25,539348.57,6121990.34
4190.26,539541.17,6127258.34
4190.27,539758.47,6132791.85
4190.28,539952.19,6138063.86
4190.29,540154.81,6143601.51
4190.3,540342.24,6148877.36
4190.31,540542.03,6154419
4190.32,540718.67,6159698.58
4190.33,540913.44,6165244.03
4190.34,541092.02,6170527.24
4190.35,541288.05,6176076.53
4190.36,541469.06,6181363.42
4190.37,541671.25,6186916.6
4190.38,541854.75,6192207.25
4190.39,542057.63,6197764.4
4190.4,542232.36,6203058.78
4190.41,542418.14,6208619.71
4190.42,542587.59,6213917.59
4190.43,542772.85,6219482.14
4190.44,542942.46,6224783.47
4190.45,543122.62,6230351.65
4190.46,543296.47,6235656.41
4190.47,543486.12,6241228.26
4190.48,543659.3,6246536.59
4190.49,543837.5,6252112.11
4190.5,544005.08,6257423.82
4190.51,544169.66,6262737.18
4190.52,544343.99,6268317.96
4190.53,544503.01,6273634.6
4190.54,544680.3,6279218.78
4190.55,544846.64,6284538.74
4190.56,545022.08,6290126.46
4190.57,545183.28,6295449.73
4190.58,545359.01,6301040.9
4190.59,545531.08,6306367.52
4190.6,545710.51,6311962.28
4190.61,545873.06,6317292.27
4190.62,546049.89,6322890.52
4190.63,546209.14,6328223.81
4190.64,546385.32,6333825.5
4190.65,546544.64,6339162.08
4190.66,546717.83,6344767.18
4190.67,546877.12,6350107
4190.68,547055.69,6355715.54
4190.69,547222.41,6361058.69
4190.7,547400.86,6366670.77
4190.71,547569.45,6372017.3
4190.72,547753.69,6377632.95
4190.73,547920.61,6382982.92
4190.74,548101.65,6388602.17
4190.75,548267.25,6393955.53
4190.76,548442.45,6399310.55
4190.77,548618.31,6404935.11
4190.78,548803.39,6410293.59
4190.79,548983.75,6415921.89
4190.8,549162.51,6421283.9
4190.81,549336.26,6426915.85
4190.82,549506.47,6432281.29
4190.83,549677.67,6437916.74
4190.84,549875.26,6443285.6
4190.85,550060.92,6448924.9
4190.86,550262.05,6454297.52
4190.87,550472.91,6459940.94
4190.88,550673.53,6465317.6
4190.89,550890.41,6470965.26
4190.9,551101.08,6476346.03
4190.91,551327.63,6481998.1
4190.92,551548.34,6487383.22
4190.93,551764.03,6493039.8
4190.94,552000.02,6498429.23
4190.95,552251.8,6504090.7
4190.96,552473.45,6509484.88
4190.97,552742.69,6515151.25
4190.98,552995.56,6520550.31
4190.99,553258.51,6526222.06
4191,553494.47,6531626.12
4191.01,553741.42,6537032.55
4191.02,553967.66,6542711.71
4191.03,554204.84,6548122.69
4191.04,554446.7,6553806.71
4191.05,554685.23,6559222.37
4191.06,554921.16,6564911.26
4191.07,555153.87,6570331.54
4191.08,555382.38,6576025.19
4191.09,555619.13,6581449.98
4191.1,555855.16,6587148.42
4191.11,556100.58,6592577.88
4191.12,556346.44,6598281.3
4191.13,556595.38,6603715.59
4191.14,556829.72,6609424.05
4191.15,557053.52,6614862.92
4191.16,557291.94,6620576.08
4191.17,557512.93,6626019.44
4191.18,557740.41,6631737.28
4191.19,557955.87,6637185.02
4191.2,558167.31,6642907.32
4191.21,558408.82,6648359.3
4191.22,558619.03,6654086.26
4191.23,558813.36,6659542.47
4191.24,559002.59,6665273.45
4191.25,559227.13,6670733.56
4191.26,559417.03,6676195.68
4191.27,559605.95,6681932.84
4191.28,559780.14,6687398.59
4191.29,559966.82,6693139.46
4191.3,560137.69,6698608.7
4191.31,560324.46,6704353.24
4191.32,560492.26,6709825.96
4191.33,560676.7,6715574.11
4191.34,560842.09,6721050.25
4191.35,561026.02,6726801.99
4191.36,561192.36,6732281.55
4191.37,561377.27,6738036.89
4191.38,561542.44,6743519.88
4191.39,561724.93,6749278.79
4191.4,561892.1,6754765.18
4191.41,562075.17,6760527.68
4191.42,562242.97,6766017.5
4191.43,562421.19,6771783.59
4191.44,562586.23,6777276.78
4191.45,562765.19,6783046.37
4191.46,562928.87,6788542.91
4191.47,563106.91,6794316.02
4191.48,563270.22,6799815.89
4191.49,563442.38,6805592.47
4191.5,563606.79,6811095.61
4191.51,563768.42,6816600.37
4191.52,563943.75,6822382.1
4191.53,564103.73,6827890.15
4191.54,564275.06,6833675.3
4191.55,564435.72,6839186.58
4191.56,564614.18,6844975.18
4191.57,564774.91,6850489.78
4191.58,564949.74,6856281.82
4191.59,565112.38,6861799.7
4191.6,565290.98,6867595.22
4191.61,565456.48,6873116.45
4191.62,565631.61,6878915.48
4191.63,565795.36,6884440.02
4191.64,565968.34,6890242.52
4191.65,566127.64,6895770.32
4191.66,566298.31,6901576.22
4191.67,566457.86,6907107.25
4191.68,566631.2,6912916.54
4191.69,566793.03,6918450.83
4191.7,566966.37,6924263.56
4191.71,567128.43,6929801.13
4191.72,567303.27,6935617.3
4191.73,567463.17,6941158.15
4191.74,567637.58,6946977.74
4191.75,567803.08,6952521.88
4191.76,567973.45,6958067.65
4191.77,568296.65,6963893.2
4191.78,568468.29,6969443.79
4191.79,568639.91,6975273.68
4191.8,568816.66,6980827.65
4191.81,568990.9,6986661.12
4191.82,569157.61,6992218.51
4191.83,569334.5,6998055.52
4191.84,569503.07,7003616.27
4191.85,569686.2,7009456.84
4191.86,569857.84,7015021.03
4191.87,570045.43,7020865.26
4191.88,570220.37,7026432.98
4191.89,570415.36,7032280.97
4191.9,570602.47,7037852.35
4191.91,570805.83,7043704.29
4191.92,570994.97,7049279.5
4191.93,571201.82,7055135.5
4191.94,571414.1,7060714.65
4191.95,571638.55,7066575.02
4191.96,571846.13,7072158.45
4191.97,572072.04,7078023.27
4191.98,572282.83,7083610.93
4191.99,572511.29,7089480.24
4192,572723.25,7095072.19
4192.01,572959.27,7100666.36
4192.02,573176.89,7106542.54
4192.03,573412.09,7112141.08
4192.04,573639.86,7118021.95
4192.05,573892.77,7123625.11
4192.06,574124.35,7129510.92
4192.07,574352.64,7135118.71
4192.08,574586.5,7141009.23
4192.09,574816.46,7146621.53
4192.1,575049.41,7152516.81
4192.11,575310.52,7158133.74
4192.12,575565,7164034.26
4192.13,575803.31,7169656.13
4192.14,576045.59,7175561.59
4192.15,576270.97,7181188.12
4192.16,576504.42,7187098.33
4192.17,576733.26,7192729.35
4192.18,576958.06,7198644.26
4192.19,577175.87,7204279.65
4192.2,577388,7210199.04
4192.21,577594.24,7215838.59
4192.22,577806.2,7221762.26
4192.23,578014.1,7227405.89
4192.24,578220.31,7233333.82
4192.25,578416.51,7238981.46
4192.26,578602.7,7244630.94
4192.27,578799.38,7250564.86
4192.28,578980.05,7256218.07
4192.29,579169.38,7262155.83
4192.3,579339.72,7267812.6
4192.31,579524.3,7273754.02
4192.32,579692.18,7279414.25
4192.33,579872.65,7285359.26
4192.34,580045.46,7291022.9
4192.35,580229.35,7296971.55
4192.36,580397.74,7302638.66
4192.37,580574.78,7308590.89
4192.38,580737.23,7314261.35
4192.39,580913.47,7320217.04
4192.4,581073.76,7325890.79
4192.41,581247.94,7331849.93
4192.42,581410.29,7337526.95
4192.43,581590.21,7343489.62
4192.44,581754.56,7349170.03
4192.45,581918.28,7355136.14
4192.46,582088.02,7360819.76
4192.47,582257,7366789.31
4192.48,582425.54,7372476.25
4192.49,582592.63,7378449.25
4192.5,582766.37,7384139.48
4192.51,582933.33,7389831.38
4192.52,583107.75,7395809.61
4192.53,583265.19,7401504.79
4192.54,583438.21,7407486.42
4192.55,583602.69,7413184.85
4192.56,583783.21,7419169.99
4192.57,583938.26,7424871.76
4192.58,584111.08,7430860.28
4192.59,584274.26,7436565.29
4192.6,584445.29,7442557.26
4192.61,584597.1,7448265.48
4192.62,584761.25,7454260.72
4192.63,584912.72,7459972.02
4192.64,585077.11,7465970.5
4192.65,585229.01,7471684.88
4192.66,585395.27,7477686.62
4192.67,585547.14,7483404.11
4192.68,585711.6,7489409.1
4192.69,585863.86,7495129.69
4192.7,586027.39,7501137.91
4192.71,586178.25,7506861.57
4192.72,586344.88,7512873.04
4192.73,586499.23,7518599.81
4192.74,586664.09,7524614.55
4192.75,586817.59,7530344.42
4192.76,586970.06,7536075.83
4192.77,587137.16,7542095.44
4192.78,587294.15,7547829.98
4192.79,587465.4,7553852.94
4192.8,587622.16,7559590.69
4192.81,587794.19,7565617
4192.82,587955.63,7571357.98
4192.83,588126.9,7577387.71
4192.84,588287.11,7583131.93
4192.85,588465.92,7589165.09
4192.86,588628.81,7594912.64
4192.87,588808.89,7600949.32
4192.88,588976.32,7606700.23
4192.89,589165.42,7612740.53
4192.9,589340.01,7618494.95
4192.91,589531.24,7624538.98
4192.92,589711.64,7630297.01
4192.93,589902.58,7636344.85
4192.94,590093.84,7642106.51
4192.95,590292.69,7648158.29
4192.96,590488.66,7653923.8
4192.97,590703.35,7659979.72
4192.98,590900.91,7665749.24
4192.99,591106.7,7671809.35
4193,591291.27,7677582.77
4193.01,591489.76,7683358.05
4193.02,591692.73,7689424.18
4193.03,591913.85,7695203.44
4193.04,592123.19,7701273.95
4193.05,592347.42,7707057.45
4193.06,592557.62,7713132.39
4193.07,592771.25,7718920.12
4193.08,592980.43,7724999.38
4193.09,593179.31,7730791.16
4193.1,593385.07,7736874.6
4193.11,593595.62,7742670.38
4193.12,593815.7,7748758.18
4193.13,594024.97,7754558.17
4193.14,594233.74,7760650.29
4193.15,594438.42,7766454.36
4193.16,594640.91,7772550.7
4193.17,594839.17,7778358.69
4193.18,595033.74,7784459.1
4193.19,595218.9,7790270.86
4193.2,595401.24,7796375.11
4193.21,595583.39,7802190.44
4193.22,595762.82,7808298.41
4193.23,595937.89,7814117.25
4193.24,596108.39,7820228.81
4193.25,596281.9,7826051.03
4193.26,596442.96,7831874.87
4193.27,596616.41,7837991.61
4193.28,596786.8,7843818.76
4193.29,596961.74,7849939.03
4193.3,597125.31,7855769.51
4193.31,597297.97,7861893.26
4193.32,597462.2,7867727.07
4193.33,597627.03,7873854.25
4193.34,597792.7,7879691.24
4193.35,597955.52,7885821.79
4193.36,598119.76,7891662.01
4193.37,598283.68,7897795.93
4193.38,598449.78,7903639.37
4193.39,598613.07,7909776.67
4193.4,598774.98,7915623.3
4193.41,598938.29,7921763.93
4193.42,599095.71,7927613.71
4193.43,599252.84,7933757.59
4193.44,599416.47,7939610.46
4193.45,599574.56,7945757.64
4193.46,599732.73,7951613.64
4193.47,599887.86,7957764.04
4193.48,600046.56,7963623.12
4193.49,600198.17,7969776.72
4193.5,600351.5,7975638.79
4193.51,600506.54,7981502.36
4193.52,600666.44,7987660.71
4193.53,600815.93,7993527.31
4193.54,600980.12,7999688.85
4193.55,601126.47,8005558.51
4193.56,601283.78,8011723.21
4193.57,601432.61,8017595.82
4193.58,601590.93,8023763.66
4193.59,601734.66,8029639.27
4193.6,601891.2,8035810.19
4193.61,602041.33,8041688.78
4193.62,602197.84,8047862.85
4193.63,602341.16,8053744.38
4193.64,602501.19,8059921.54
4193.65,602642.53,8065806.03
4193.66,602797.01,8071986.25
4193.67,602944.55,8077873.65
4193.68,603100.18,8084056.97
4193.69,603246.11,8089947.33
4193.7,603402.11,8096133.74
4193.71,603553.64,8102027.09
4193.72,603710.51,8108216.66
4193.73,603856.81,8114112.98
4193.74,604020.61,8120305.7
4193.75,604166.57,8126205.04
4193.76,604316.2,8132105.84
4193.77,604487.55,8138303.31
4193.78,604640.51,8144207.27
4193.79,604802.55,8150408.03
4193.8,604956.95,8156315.05
4193.81,605121.62,8162519.07
4193.82,605273.4,8168429.21
4193.83,605438.47,8174636.49
4193.84,605593.99,8180549.75
4193.85,605761.71,8186760.33
4193.86,605914.67,8192676.72
4193.87,606082.65,8198890.58
4193.88,606234.88,8204810.1
4193.89,606402.4,8211027.23
4193.9,606561.77,8216949.9
4193.91,606735.57,8223170.43
4193.92,606898.12,8229096.38
4193.93,607074.95,8235320.36
4193.94,607248,8241249.68
4193.95,607429.22,8247477.28
4193.96,607595.29,8253410.02
4193.97,607940.84,8259642.36
4193.98,608117.23,8265580.13
4193.99,608307.81,8271816.67
4194,608486.37,8277758.04
4194.01,608675.15,8283701.19
4194.02,608864.9,8289943.45
4194.03,609062.46,8295890.32
4194.04,609258.24,8302136.57
4194.05,609454.59,8308087.3
4194.06,609652.09,8314337.57
4194.07,609858.37,8320292.22
4194.08,610073.61,8326546.7
4194.09,610289.52,8332505.46
4194.1,610524.75,8338764.45
4194.11,610735.93,8344727.64
4194.12,610975.81,8350991.2
4194.13,611193.38,8356958.8
4194.14,611448.25,8363227.11
4194.15,611666.51,8369199.35
4194.16,611900.64,8375472.45
4194.17,612095.09,8381448.97
4194.18,612290.59,8387726.32
4194.19,612480.34,8393706.62
4194.2,612699.04,8399988.06
4194.21,612907.4,8405972.43
4194.22,613110.72,8412258.2
4194.23,613285.69,8418246.48
4194.24,613466.24,8424536
4194.25,613631.26,8430527.7
4194.26,613808.03,8436521.06
4194.27,613981.75,8442815.88
4194.28,614161.04,8448812.68
4194.29,614333.92,8455111.12
4194.3,614514.05,8461111.38
4194.31,614691.25,8467413.45
4194.32,614871.4,8473417.2
4194.33,615052.93,8479722.95
4194.34,615226.67,8485730.2
4194.35,615397.45,8492039.56
4194.36,615569.83,8498050.13
4194.37,615743.81,8504363.04
4194.38,615912.48,8510376.98
4194.39,616083.55,8516693.36
4194.4,616250.25,8522710.62
4194.41,616429.36,8529030.49
4194.42,616600.38,8535051.15
4194.43,616775.57,8541374.66
4194.44,616933.45,8547398.63
4194.45,617090.42,8553725.42
4194.46,617256.7,8559752.49
4194.47,617416.52,8566082.61
4194.48,617576.15,8572112.85
4194.49,617739.73,8578446.24
4194.5,617900.91,8584479.64
4194.51,618052.97,8590514.56
4194.52,618215.15,8596852.85
4194.53,618371.23,8602890.88
4194.54,618532.88,8609232.43
4194.55,618681.93,8615273.51
4194.56,618849.09,8621618.27
4194.57,619004.12,8627662.47
4194.58,619171.87,8634010.54
4194.59,619326.25,8640057.88
4194.6,619493.07,8646409.25
4194.61,619642.92,8652459.71
4194.62,619814.48,8658814.32
4194.63,619967.16,8664867.93
4194.64,620129.18,8671225.83
4194.65,620280.27,8677282.51
4194.66,620452.39,8683643.69
4194.67,620604.53,8689703.54
4194.68,620768.91,8696067.99
4194.69,620933.21,8702130.98
4194.7,621098.11,8708498.8
4194.71,621250.23,8714564.95
4194.72,621419.52,8720936.02
4194.73,621572.02,8727005.31
4194.74,621737.21,8733379.68
4194.75,621888.05,8739452.06
4194.76,622045.91,8745525.99
4194.77,622212.54,8751905.26
4194.78,622370.19,8757982.34
4194.79,622546.58,8764364.98
4194.8,622707.04,8770445.33
4194.81,622882.39,8776831.41
4194.82,623054.43,8782915.09
4194.83,623233.04,8789304.74
4194.84,623399.96,8795391.83
4194.85,623591.02,8801785.07
4194.86,623760.46,8807875.66
4194.87,623950.36,8814272.61
4194.88,624126.81,8820366.74
4194.89,624337.57,8826767.58
4194.9,624531.46,8832865.57
4194.91,624778.02,8839270.75
4194.92,624981.81,8845373.09
4194.93,625189.37,8851782.7
4194.94,625393.76,8857889.04
4194.95,625593.65,8864302.76
4194.96,625792.67,8870413.04
4194.97,626004.64,8876830.93
4194.98,626227.74,8882945.26
4194.99,626413.51,8889367.53
4195,626580.35,8895485.65
4195.01,626764.73,8901605.51
4195.02,626950.07,8908033.23
4195.03,627162.48,8914156.82
4195.04,627371.15,8920588.79
4195.05,627614.17,8926716.6
4195.06,627808.5,8933153.05
4195.07,628021.34,8939285.1
4195.08,642083.27,8945739.32
4195.09,642309.4,8952010.67
4195.1,642521.97,8958597.96
4195.11,642764.91,8964873.81
4195.12,643051.41,8971465.94
4195.13,643296.1,8977746.81
4195.14,643568.39,8984344.37
4195.15,643880.74,8990631.26
4195.16,644090.48,8997234.67
4195.17,644248.07,9003525.41
4195.18,644424.58,9010132.39
4195.19,644573.07,9016426.35
4195.2,644751,9023036.69
4195.21,644923.57,9029333.85
4195.22,645111.63,9035947.9
4195.23,645257.88,9042248.56
4195.24,645416.31,9048865.8
4195.25,645577.75,9055169.53
4195.26,645727.08,9061474.74
4195.27,645882.04,9068096.75
4195.28,646168.83,9074406.05
4195.29,646312.21,9081032.55
4195.3,646458.92,9087344.91
4195.31,646629.26,9093974.49
4195.32,646772.74,9100289.93
4195.33,646917.05,9106922.62
4195.34,647060.15,9113240.88
4195.35,647217.61,9119876.63
4195.36,647361.57,9126197.82
4195.37,647537.64,9132836.73
4195.38,647696.66,9139161.12
4195.39,647844.06,9145803.31
4195.4,648012.38,9152130.79
4195.41,648176.28,9158776.28
4195.42,648321.82,9165106.83
4195.43,648470.81,9171755.47
4195.44,648625.32,9178088.87
4195.45,648765.56,9184740.54
4195.46,648907.95,9191076.84
4195.47,649049.5,9197731.4
4195.48,649224.43,9204070.68
4195.49,649364.92,9210728.49
4195.5,649508.46,9217070.64
4195.51,649666.03,9223414.24
4195.52,649820.48,9230076.63
4195.53,649965.05,9236423.23
4195.54,650143.04,9243088.75
4195.55,650292.7,9249438.52
4195.56,650455.77,9256107.38
4195.57,650609.74,9262460.23
4195.58,650805.41,9269132.61
4195.59,650961.13,9275488.88
4195.6,651131.52,9282164.63
4195.61,651313.53,9288524.23
4195.62,651495.43,9295203.64
4195.63,651662.5,9301566.69
4195.64,651871.17,9308249.79
4195.65,652042.13,9314616.54
4195.66,652232.44,9321303.46
4195.67,652437.26,9327673.76
4195.68,652626.28,9334364.77
4195.69,652817.57,9340739.01
4195.7,653012.23,9347433.95
4195.71,653245.51,9353812.26
4195.72,653447.08,9360511.62
4195.73,653654.14,9366893.95
4195.74,653890.99,9373597.69
4195.75,654097.02,9379984.36
4195.76,654298.09,9386373
4195.77,654549.04,9393083.31
4195.78,654751.85,9399476.37
4195.79,654974.3,9406191.27
4195.8,655179.04,9412588.49
4195.81,655435.7,9419308.07
4195.82,655656.42,9425709.85
4195.83,655889.02,9432434.05
4195.84,656138.75,9438840.47
4195.85,656369.43,9445569.62
4195.86,656582.55,9451980.5
4195.87,656849.18,9458714.35
4195.88,657066.67,9465129.93
4195.89,657310.25,9471868.66
4195.9,657597.9,9478288.83
4195.91,657839.14,9485032.99
4195.92,658066.96,9491458.28
4195.93,658323.45,9498207.32
4195.94,658598.31,9504637.67
4195.95,658846.22,9511392.12
4195.96,659082.06,9517827.27
4195.97,659376.83,9524586.92
4195.98,659617.5,9531027.28
4195.99,659880.62,9537792.25
4196,660170.06,9544237.68
4196.01,660424.48,9550685.9
4196.02,660701.96,9557459.26
4196.03,660968.93,9563912.71
4196.04,661315.94,9570692.18
4196.05,661606.01,9577151.73
4196.06,661940.91,9583937.43
4196.07,662482.18,9590404.19
4196.08,662811.08,9597199.06
4196.09,663084.38,9603673.12
4196.1,663856.49,9610475.21
4196.11,664196.69,9616959.99
4196.12,664575.82,9623772.42
4196.13,664899.3,9630263.75
4196.14,665600.89,9637084.47
4196.15,665941.46,9643586.29
4196.16,666344.27,9650416.73
4196.17,666635.81,9656925.66
4196.18,666933.97,9663762.76
4196.19,667159.37,9670276.88
4196.2,667466.61,9677119.48
4196.21,667715.45,9683638.92
4196.22,668011.01,9690487.18
4196.23,668253.89,9697011.82
4196.24,668448.21,9703865.03
4196.25,668624,9710393.72
4196.26,668848.62,9716924.13
4196.27,669029.99,9723783.38
4196.28,669211,9730317.76
4196.29,669393.85,9737180.72
4196.3,669618.04,9743718.94
4196.31,669801.86,9750586.08
4196.32,669988.23,9757128.02
4196.33,670224.44,9763999.19
4196.34,670414.77,9770545.27
4196.35,670604.07,9777420.6
4196.36,670837.89,9783970.45
4196.37,671032.8,9790850.15
4196.38,671229.76,9797404.15
4196.39,671427.13,9804287.88
4196.4,671693.23,9810846.3
4196.41,671898.17,9817734.81
4196.42,672104.87,9824297.3
4196.43,672365.82,9831190.38
4196.44,672579.43,9837757.47
4196.45,672796.15,9844655.13
4196.46,673069.42,9851226.63
4196.47,673290.03,9858129.33
4196.48,673514.88,9864705.51
4196.49,673792.74,9871612.84
4196.5,674021.82,9878193.93
4196.51,674242.42,9884777.21
4196.52,674482.09,9891692.02
4196.53,674775.5,9898280.32
4196.54,675011.21,9905200.62
4196.55,675246.44,9911793.68
4196.56,675541.35,9918719.09
4196.57,675782.55,9925317.35
4196.58,676023.59,9932248.01
4196.59,676323.04,9938851.09
4196.6,676564.35,9945787.28
4196.61,676807.55,9952395.54
4196.62,677052.41,9959336.71
4196.63,677355.01,9965950.29
4196.64,677602.09,9972897.08
4196.65,677848.09,9979515.48
4196.66,678153.3,9986467.71
4196.67,678403.56,9993091.52
4196.68,678652.26,10000049.07
4196.69,678962.37,10006677.95
4196.7,679213.36,10013641.25
4196.71,679465.74,10020275.42
4196.72,679795.61,10027243.96
4196.73,680047.79,10033883.8
4196.74,680302.85,10040858.25
4196.75,680557.63,10047503.07
4196.76,680866.6,10054150.81
4196.77,681133.85,10061133.7
4196.78,681381.3,10067786.58
4196.79,681715.11,10074775.07
